type,id,geometry.type,geometry.coordinates,properties.ABBR,properties.DISTRICT,properties.SQ_Miles,properties.Shape_Leng,properties.Shape_Area,properties.District_N,properties.Shape__Are,properties.Shape__Len
Feature,12,Polygon,"[[[-104.052841187, 41.00169754], [-103.574760437, 41.00302887], [-103.38494873, 41.0029983520002], [-102.985313416, 41.0029220580001], [-102.620483398, 41.0031394960001], [-102.050422668, 41.0018692020002], [-102.050125122, 40.6983261110002], [-102.049446106, 40.440090179], [-102.049263, 40.3494949340001], [-102.048553467, 40.0039100650001], [-102.047546387, 39.5688591000002], [-102.046348572, 39.1338958740001], [-102.046104431, 39.0456275940001], [-102.045455933, 38.6953315730001], [-102.045379639, 38.6137504580001], [-102.044303894, 38.2626953120002], [-102.043235779, 37.7384071350002], [-102.043045044, 37.6428947450001], [-102.042533875, 37.3882446290001], [-102.041984558, 37.1101722720001], [-102.042274475, 36.992225647], [-102.324737549, 36.994842529], [-102.477516174, 36.9962501530001], [-102.701568604, 36.995780945], [-102.785926819, 36.9987983700002], [-103.000869751, 36.9989891050001], [-103.086174011, 36.9987907410001], [-104.006790161, 36.9966316220002], [-104.184890747, 36.9958457950001], [-104.331336975, 36.9929695130001], [-105.032600403, 36.9933700560001], [-105.065986633, 36.995449066], [-105.219825745, 36.9960861210001], [-105.718818665, 36.9969177250001], [-105.874389648, 36.9971771240002], [-106.006797791, 36.9966964720001], [-106.20223999, 36.9948043820002], [-106.475921631, 36.993587494], [-106.617652893, 36.9933242800001], [-106.871742249, 36.9922828670001], [-106.878738403, 36.999034882], [-107.034324646, 36.9990081790001], [-107.190483093, 36.9990806580001], [-107.371437073, 36.999423981], [-107.522994995, 36.9989395140002], [-107.686080933, 36.9986190800001], [-107.964981079, 36.9971199040001], [-108.159233093, 36.9978866580001], [-108.379989624, 36.9983062740002], [-108.536216736, 36.9983825680001], [-109.044883728, 36.9986305240002], [-109.044708252, 37.23733902], [-109.044403076, 37.5073547360002], [-109.043449402, 37.6804847720001], [-109.043746948, 37.7535934450001], [-109.043052673, 37.8800201420001], [-109.041908264, 38.0392341610002], [-109.04094696, 38.1602859500002], [-109.060676575, 38.2768440250001], [-109.060806274, 38.3521194460001], [-109.06035614, 38.5466690060002], [-109.059570313, 38.6727409360001], [-109.055015564, 38.9283103940001], [-109.053817749, 39.0007476810001], [-109.053100586, 39.1812477110002], [-109.052864075, 39.4502182010001], [-109.052612305, 39.595767975], [-109.052124023, 39.8234558110002], [-109.051780701, 39.9686355590002], [-109.05165863, 40.131950378], [-109.051422119, 40.2607879640002], [-109.050682068, 40.4491004940001], [-109.050109863, 40.5793380740001], [-109.049682617, 40.823955536], [-109.048805237, 40.8866004940001], [-109.04901123, 41.0000343320001], [-108.746025085, 41.0001564030001], [-108.651634216, 41.0005226140001], [-108.378097534, 40.9997062680001], [-108.263031006, 41.0002899170002], [-107.915397644, 41.002944946], [-107.784500122, 41.0028266910001], [-107.45753479, 41.0026588440001], [-107.318115234, 41.003463745], [-107.135475159, 41.0036544800001], [-107.002113342, 41.0044212340001], [-106.86390686, 41.0041046140001], [-106.591140747, 41.003456116], [-106.448051453, 41.003517151], [-106.326301575, 41.0025329590001], [-106.317138672, 40.999382019], [-106.023788452, 40.997646332], [-105.926292419, 41.0000305180001], [-105.880630493, 40.999721527], [-105.520729065, 40.999660492], [-105.289489746, 40.999202728], [-105.276306152, 40.9998016360002], [-105.110862732, 40.9993247990001], [-104.830032349, 40.9995689390002], [-104.633659363, 41.00561142], [-104.567955017, 41.002849579], [-104.472503662, 41.0026817320001], [-104.139907837, 41.0019035340002], [-104.052841187, 41.00169754]]]",CO,COLORADO,104058.357,22.0313282823,28.0543602533,10,28.0543602532743,22.0313282822895
Feature,13,Polygon,"[[[-71.797943115, 42.0088882450001], [-71.7968139649998, 41.9375801090001], [-71.7937240599998, 41.815414429], [-71.7904434199998, 41.723171234], [-71.7882385249999, 41.638736725], [-71.7897949219999, 41.5688819890002], [-71.7976989749999, 41.4186782840001], [-71.8179626459999, 41.4198837280001], [-71.8405685419999, 41.4093856810001], [-71.8429412839999, 41.3934974670001], [-71.8349304199999, 41.3817176820001], [-71.8397293089999, 41.3612823490001], [-71.8316802979999, 41.3417892460001], [-71.8518218989998, 41.3272857670001], [-71.887786865, 41.3410797120002], [-71.9043731689999, 41.3329887390001], [-71.9190216059999, 41.337593079], [-71.9246063229999, 41.3280868530001], [-71.9379882809999, 41.336769104], [-71.9575576779998, 41.3377609250001], [-71.9611434939999, 41.34821701], [-71.9721679689999, 41.347354889], [-71.9895019529999, 41.318378448], [-72.0145797729999, 41.3180198670001], [-72.0274505619998, 41.3144416810001], [-72.0488204959999, 41.3190536500001], [-72.0635147089999, 41.3163833620001], [-72.0738754269998, 41.3218650820001], [-72.0793151859999, 41.3327751160001], [-72.0827941889999, 41.3654594420001], [-72.0985717769999, 41.3877487180001], [-72.0950546259999, 41.3614158630001], [-72.1007003779998, 41.3373794560001], [-72.0915908809999, 41.325099945], [-72.0965805049999, 41.3087768550002], [-72.1143417359999, 41.3024787900002], [-72.1430740359999, 41.3043746950001], [-72.1570816039999, 41.314853668], [-72.1650772089999, 41.3057975770001], [-72.1772308349999, 41.321258545], [-72.1937484739999, 41.3208465580001], [-72.2023315429999, 41.3154182430001], [-72.2006072999999, 41.289546967], [-72.2103958129999, 41.28730011], [-72.2238006589999, 41.3004913330001], [-72.2482604979999, 41.2987251280001], [-72.2617568969998, 41.284229279], [-72.2751998899998, 41.2851638790001], [-72.2947769169999, 41.2806587220001], [-72.3241195679998, 41.2788848880001], [-72.3265380859999, 41.2902336120001], [-72.3442306519999, 41.3047790530002], [-72.3405075069999, 41.3297348020001], [-72.3435440059999, 41.3388137820001], [-72.3655471799999, 41.348823547], [-72.3734741209999, 41.3624458310001], [-72.3918304439999, 41.3638229370002], [-72.3802490229999, 41.3383979800001], [-72.3698425289999, 41.340656281], [-72.3582382199999, 41.332023621], [-72.3527603149998, 41.3197631840002], [-72.3576965329999, 41.295265198], [-72.3479461669999, 41.2825469970001], [-72.3656768799999, 41.2812042240001], [-72.3663177489999, 41.264415741], [-72.3877105709998, 41.2612571720001], [-72.4011306759999, 41.2785148620002], [-72.426193237, 41.2767143250002], [-72.4530868529999, 41.2785415650002], [-72.4683685299999, 41.2681121830002], [-72.4836425779999, 41.271289825], [-72.4983139039999, 41.2667541500002], [-72.5080871579999, 41.2563171390002], [-72.5337524409998, 41.2617568970002], [-72.5453567499999, 41.2490501400001], [-72.5600280759999, 41.2621994020001], [-72.5771484379999, 41.2703590390001], [-72.5936431879999, 41.269439697], [-72.6260375979999, 41.2716827390002], [-72.6736984249999, 41.2648200990001], [-72.6883163449999, 41.2475547790002], [-72.7060241699998, 41.2452583310002], [-72.7048416139999, 41.2597846980001], [-72.7494506839999, 41.260608673], [-72.7555923459998, 41.2687644960001], [-72.7849121089999, 41.2650680540001], [-72.8038177489999, 41.2568588260002], [-72.8117904659999, 41.2636451720002], [-72.8270721439999, 41.2645149230001], [-72.8325119019999, 41.251796722], [-72.8478088379999, 41.2571983340002], [-72.8611984249998, 41.2462730410001], [-72.8911132809999, 41.243461609], [-72.9027481079999, 41.2488708500001], [-72.8942642209998, 41.2602424620002], [-72.902885437, 41.2715606690001], [-72.9005584719999, 41.29335022], [-72.9134216309999, 41.2955780030001], [-72.9359130859999, 41.2746276860001], [-72.9242629999999, 41.2687683110001], [-72.9358139039998, 41.2592010500002], [-72.9644622799999, 41.2482070920002], [-72.9765853879999, 41.234550476], [-72.9869689939999, 41.2345123290002], [-72.9930038449999, 41.2240524290001], [-73.0039672849999, 41.2203826900001], [-73.011207581, 41.2080993650002], [-73.0368347169999, 41.2052726750001], [-73.0515289309999, 41.2111053470002], [-73.0679016109999, 41.1965141300002], [-73.0867614749999, 41.1887130740001], [-73.1091079709999, 41.1613883970001], [-73.1053619379999, 41.1514244080002], [-73.1260757449998, 41.1476898190002], [-73.1383590699999, 41.1557960510002], [-73.1597747799999, 41.162490845], [-73.1788101199999, 41.1750984190001], [-73.1842575069999, 41.1700782780001], [-73.1792755129999, 41.1601219180002], [-73.1980972289999, 41.1509437560002], [-73.2012710569999, 41.1627235410001], [-73.2188262939999, 41.1494674680001], [-73.2358551029999, 41.1443824770001], [-73.2430343629999, 41.1307258610001], [-73.2636413569999, 41.1188087460002], [-73.2869338989999, 41.1291008000002], [-73.3099594119999, 41.1162528990002], [-73.3312301639999, 41.1102180480001], [-73.3446884159999, 41.113304138], [-73.3549423219999, 41.1037063600001], [-73.3745269779999, 41.1099281310002], [-73.3828735349998, 41.0944442750002], [-73.3955917359999, 41.0880012510002], [-73.4114913939999, 41.0919723510001], [-73.4058227539999, 41.07749176], [-73.4210510249998, 41.0769310000002], [-73.4347915649998, 41.0559577940002], [-73.4615631099999, 41.0534896850002], [-73.4742050169999, 41.0425071720001], [-73.4900512699998, 41.0428390500001], [-73.4956817629999, 41.0532302860001], [-73.5060806269998, 41.0563240050002], [-73.5082702639999, 41.0390663150001], [-73.5269088749999, 41.0221290590001], [-73.5350189209998, 41.0352211000002], [-73.5543212889999, 41.0223579410002], [-73.5716934199999, 41.0031623840001], [-73.5839309689999, 41.0071449280001], [-73.5976562499999, 41.0278930660001], [-73.6089935299999, 41.0132789610002], [-73.6254196169999, 41.0122261050001], [-73.6301422119999, 41.0026550290001], [-73.6460189819999, 41.0056915280001], [-73.6567611689999, 40.9924354550001], [-73.6578063959999, 40.9824867250001], [-73.6602935789999, 41.0019683840001], [-73.6569900509999, 41.0119018550001], [-73.6670455929999, 41.0254631040001], [-73.7297210689998, 41.1009178160001], [-73.483825684, 41.2135620120001], [-73.5522689819999, 41.2932777400001], [-73.5332641599999, 41.4976768490001], [-73.5197753909999, 41.6675643920002], [-73.5038070679998, 41.8662261960001], [-73.4923400879999, 41.9865341190001], [-73.4900588989999, 42.0496978760001], [-73.3658370969999, 42.0497322080002], [-73.1341171259999, 42.04328537], [-73.0528945919999, 42.0404853820001], [-72.9397583009999, 42.0379295350002], [-72.8155441279999, 42.0376510620001], [-72.8181457519999, 41.9979133610001], [-72.7686004639999, 42.0042877200001], [-72.7574310299999, 42.0361480710002], [-72.7077331539998, 42.037094116], [-72.6399383539999, 42.0316200260001], [-72.6094970699999, 42.0307235720002], [-72.6071243289999, 42.0253067020001], [-72.5847778319998, 42.024837494], [-72.5732192989998, 42.0301322940001], [-72.5263366699999, 42.0350532530001], [-72.4476318359999, 42.0342826840001], [-72.3081970209998, 42.031608582], [-72.1364364619999, 42.0307540890001], [-72.0814361569999, 42.0287399290001], [-72.0029830929998, 42.0290718080001], [-71.9435653689999, 42.0263977050001], [-71.7990951539999, 42.023803711], [-71.797943115, 42.0088882450001]]]",CT,CONNECTICUT,5657.781,7.0650027093,1.39312754155,2,1.39312754155261,7.06500270929628
Feature,15,Polygon,"[[[-77.0261611939999, 38.801475525], [-77.0201797489999, 38.8132362370002], [-77.0260009769999, 38.8268585210002], [-77.0216827389999, 38.8544883730002], [-77.0091781619999, 38.8684844970002], [-76.9789962769999, 38.8747062680001], [-76.9783477779999, 38.882411957], [-77.0221633909999, 38.8708038330001], [-77.0380249019999, 38.8880882260001], [-77.0568618769999, 38.9008445740001], [-77.0763854979999, 38.9013328550001], [-77.0847244259999, 38.9034767150002], [-77.1041183469999, 38.9186248780001], [-77.1205062869998, 38.933731079], [-77.0414886469999, 38.9950637820001], [-76.9096984859999, 38.8925285340002], [-76.9917297359999, 38.828987122], [-77.0261611939999, 38.801475525]]]",DC,DISTRICT OF COLUMBIA,60.158,0.716060363057,0.0161944380001,District of Columbia,0.016194438000065,0.716060363057131
